domain,dataset,split,file,method,original_bytes,encoded_bytes,ratio,encode_seconds
grayscale_image_tensor,mnist,test,mnist_test_006.img,lzma_9,784016,140580,0.1793075651517316,0.337918599951081
grayscale_image_tensor,mnist,test,mnist_test_006.img,png_per_image,784016,276877,0.35315223158711045,0.14063409995287657
grayscale_image_tensor,mnist,test,mnist_test_007.img,asbx_oracle,784016,508342,0.6483821758739617,5.809953999938443
grayscale_image_tensor,mnist,test,mnist_test_007.img,asbx_deterministic,784016,515384,0.6573641354258076,0.961054899962619
grayscale_image_tensor,mnist,test,mnist_test_007.img,asbx_fixed_raw,784016,784025,1.000011479357564,0.031145900022238493
grayscale_image_tensor,mnist,test,mnist_test_007.img,asbx_fixed_zero,784016,770817,0.9831648843901145,0.01977380004245788
grayscale_image_tensor,mnist,test,mnist_test_007.img,asbx_fixed_zero_trim,784016,532621,0.6793496561294667,0.08461949997581542
grayscale_image_tensor,mnist,test,mnist_test_007.img,asbx_fixed_one_gaps,784016,614327,0.7835643660333462,2.884071800042875
grayscale_image_tensor,mnist,test,mnist_test_007.img,asbx_fixed_zero_gaps,784016,784025,1.000011479357564,8.638741899980232
grayscale_image_tensor,mnist,test,mnist_test_007.img,zlib_9,784016,163808,0.2089345115405808,0.2853082000510767
grayscale_image_tensor,mnist,test,mnist_test_007.img,bzip2_9,784016,144780,0.18466459868165955,0.03022489999420941
grayscale_image_tensor,mnist,test,mnist_test_007.img,lzma_9,784016,142916,0.18228709618171057,0.35321119998116046
grayscale_image_tensor,mnist,test,mnist_test_007.img,png_per_image,784016,279691,0.3567414440521622,0.1532395000103861
grayscale_image_tensor,mnist,test,mnist_test_008.img,asbx_oracle,784016,511713,0.6526818330238159,5.944723499938846
grayscale_image_tensor,mnist,test,mnist_test_008.img,asbx_deterministic,784016,517934,0.6606166200689781,0.9022520000580698
grayscale_image_tensor,mnist,test,mnist_test_008.img,asbx_fixed_raw,784016,784025,1.000011479357564,0.02548049995675683
grayscale_image_tensor,mnist,test,mnist_test_008.img,asbx_fixed_zero,784016,775041,0.9885525295402134,0.016928000026382506
grayscale_image_tensor,mnist,test,mnist_test_008.img,asbx_fixed_zero_trim,784016,527974,0.6734224811738536,0.08312799991108477
grayscale_image_tensor,mnist,test,mnist_test_008.img,asbx_fixed_one_gaps,784016,622096,0.7934736025795391,2.7342454999452457
grayscale_image_tensor,mnist,test,mnist_test_008.img,asbx_fixed_zero_gaps,784016,784025,1.000011479357564,8.720757300034165
grayscale_image_tensor,mnist,test,mnist_test_008.img,zlib_9,784016,164767,0.2101577008632477,0.28896729997359216
grayscale_image_tensor,mnist,test,mnist_test_008.img,bzip2_9,784016,144916,0.18483806452929533,0.026115100015886128
grayscale_image_tensor,mnist,test,mnist_test_008.img,lzma_9,784016,143032,0.18243505234587049,0.3482031999155879
grayscale_image_tensor,mnist,test,mnist_test_008.img,png_per_image,784016,282956,0.3609058998795943,0.1405257999431342
grayscale_image_tensor,mnist,test,mnist_test_009.img,asbx_oracle,784016,503789,0.6425748964306851,5.780918000033125
grayscale_image_tensor,mnist,test,mnist_test_009.img,asbx_deterministic,784016,512617,0.6538348707169241,0.997635200037621
grayscale_image_tensor,mnist,test,mnist_test_009.img,asbx_fixed_raw,784016,784025,1.000011479357564,0.021509099984541535
grayscale_image_tensor,mnist,test,mnist_test_009.img,asbx_fixed_zero,784016,772214,0.9849467357809024,0.01700730004813522
grayscale_image_tensor,mnist,test,mnist_test_009.img,asbx_fixed_zero_trim,784016,533023,0.6798624007673313,0.09445960004813969
grayscale_image_tensor,mnist,test,mnist_test_009.img,asbx_fixed_one_gaps,784016,600876,0.7664078284116651,2.6982339000096545
grayscale_image_tensor,mnist,test,mnist_test_009.img,asbx_fixed_zero_gaps,784016,784025,1.000011479357564,8.279109099996276
grayscale_image_tensor,mnist,test,mnist_test_009.img,zlib_9,784016,166465,0.21232347299034712,0.2831039000302553
grayscale_image_tensor,mnist,test,mnist_test_009.img,bzip2_9,784016,148635,0.18958159017162915,0.02755510003771633
grayscale_image_tensor,mnist,test,mnist_test_009.img,lzma_9,784016,146364,0.18668496561294667,0.34572330000810325
grayscale_image_tensor,mnist,test,mnist_test_009.img,png_per_image,784016,280790,0.35814320115916004,0.14527360000647604
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_000.img,asbx_oracle,784016,690897,0.8812281892206282,5.67215830006171
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_000.img,asbx_deterministic,784016,694619,0.8859755413154834,0.8038504000287503
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_000.img,asbx_fixed_raw,784016,784025,1.000011479357564,0.02167739998549223
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_000.img,asbx_fixed_zero,784016,784025,1.000011479357564,0.015218200045637786
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_000.img,asbx_fixed_zero_trim,784016,701320,0.894522560764066,0.05701670004054904
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_000.img,asbx_fixed_one_gaps,784016,748951,0.9552751474459705,3.650283799972385
